breed,my.identity,age,color,heading,xcor,ycor,label,label-color,shape,hidden?,size,pen-size,pen-mode,biological.sex,life.history,fertility.status,group.identity,is.alive,is.resting,yellow.signal,red.signal,blue.signal,survival.chance,body.size,body.shade,energy.supply,identity.I,identity.II,carried.items,bite.capacity,mutation.chance,sex.ratio,litter.size,conception.chance,visual.angle,visual.range,day.perception,night.perception,yellow.chance,red.chance,blue.chance,birthing.chance,weaning.chance,infancy.chance,juvenility.chance,adulthood.chance,x.magnitude,y.magnitude,chromosome.I,chromosome.II,my.mother,home-range?
anima1s,1621374,0,46,156.5063592,40,30, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,45,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.651520983,1000,QEOWJPRFPI,YHQMXTGRYC,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,7942548,0,66,309.2810772,90,80, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,65,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.584851374,1000,YKSVOHALYH,PHRXTMNXDL,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,2753710,0,41,47.27087472,40,40, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,45,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.935894427,1000,BFJZLRIFFE,NMFNJGGYRC,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,3632847,0,97,87.8388971,20,60, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,95,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.512654274,1000,AAAAAAAAAA,HIOTEIHHUO,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,6144933,0,25,113.3188444,90,10, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,25,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.726847038,1000,DDDDDDDDDD,VQCIFKGSCF,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,239772,0,62,91.91053652,70,70, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,65,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.911526807,1000,BBBBBBBBBB,GOYHIIEFQN,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,6953472,0,94,343.0384063,20,70, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,95,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.787443794,1000,XIDDSNKKAX,OZTHVIRYEN,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,3273729,0,93,42.48163687,10,70, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,95,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.829190204,1000,AAAAAAAAAA,BHQAJTXCMH,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,8662202,0,64,94.82111591,70,70, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,65,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.807144649,1000,JMSCCSRJDV,JTYPPPINMQ,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,3583730,0,97,90.82823536,20,60, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,95,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.521176074,1000,LWYZBKPTWN,EGYQXWWEMJ,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,407598,0,46,156.5063592,40,10, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,45,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.548375655,1000,QRECUITLIN,RFUQUOUAYX,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,1390583,0,94,143.799108,20,90, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,95,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.790445412,1000,VWQUEBNXTQ,JLVCWKGEGQ,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,3616826,0,41,47.27087472,30,40, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,45,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.974941249,1000,LJQETPMHWN,JSPGILNXTN,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,5787759,0,65,52.93872296,60,80, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,65,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.713006781,1000,MOCSGSWRNJ,EYDBVSXLJS,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,6709765,0,64,154.6749923,90,60, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,65,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.760511358,1000,PEZADGQVLA,LOHTALOTJE,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,1749042,0,95,214.4903982,10,90, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,95,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.671517214,1000,OCXHSHDFKY,YJILITVQDS,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,2727958,0,92,50.6485522,30,70, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,95,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.878493541,1000,TKCZTQLXUL,ZQCHEEJJQA,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,6958284,0,41,41.83098457,40,30, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,45,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.935882755,1000,CCCCCCCCCC,JTTUTMOBIN,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,7036309,0,62,133.9164308,70,60, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,65,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.903581564,1000,BBBBBBBBBB,PKGSBFHMGJ,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,3368534,0,65,216.633083,60,70, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,65,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.702316434,1000,BBBBBBBBBB,HCAXXNAAVU,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,553175,0,91,143.799108,40,90, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,95,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.935013229,1000,DYPTPANJVQ,CYHPKYTRWN,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,7683902,0,66,94.82111591,60,70, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,65,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.552435019,1000,LXOHPNUKET,EZAPDTGBPN,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,5315214,0,24,156.5063592,80,10, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,25,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.810609869,1000,TZEKUGCUHL,FGCHOJNRGD,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,6327010,0,60,90.58014103,70,90, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,65,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.982943266,1000,UBINKPLFOE,YZHDAUOOGG,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,5573849,0,44,214.4903982,20,40, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,45,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.781095798,1000,MDUMAFUBMQ,FKYCBYOIJG,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,8673605,0,92,41.83098457,10,60, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,95,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.928234498,1000,AAAAAAAAAA,KMVTODBNBM,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,1377520,0,21,183.4812445,60,10, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,25,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.977049513,1000,PMRLSAJJRQ,VKKXQMHFQV,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,4964029,0,93,50.6485522,40,60, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,95,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.834779034,1000,QJGULQYRFV,KRYDRIQMHD,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,7623381,0,45,133.9164308,20,30, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,45,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.736998677,1000,CCCCCCCCCC,AKCRHJVTHO,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,259695,0,96,306.5681999,10,90, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,95,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.549370989,1000,AAAAAAAAAA,DQIPHILRPA,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,7863147,0,25,156.5063592,90,20, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,25,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.657474584,1000,HKJPCVRCJD,NPMXEIFTLL,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,2352787,0,64,154.6749923,80,60, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,65,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.772719128,1000,WQITXFWVRZ,IXCGDAVHQS,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,8285914,0,47,133.9164308,40,20, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,45,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.521218444,1000,CCCCCCCCCC,QMJYNKPMZO,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,8455300,0,92,41.83098457,40,80, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,95,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.879266943,1000,AAAAAAAAAA,UKZGUORHAC,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,2238596,0,20,41.83098457,60,20, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,25,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.999869616,1000,DDDDDDDDDD,ZKNSLVSXLN,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,465533,0,26,44.22993366,70,10, ,9.9,triangle332,FALSE,0.9,1,up,male,adult, ,25,TRUE,FALSE,FALSE,FALSE,FALSE,0.999999999,0.9,0.642541625,1000,DDDDDDDDDD,DPZLZVQDZH,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,1658402,0,22,309.2810772,70,20, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,25,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.892489729,1000,IYLUZCWYEN,EICLRLLDQY,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,2038152,0,65,52.93872296,90,60, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,65,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.703097739,1000,NPDVRQBLEN,UKBEGBQOYU,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,4701646,0,62,90.58014103,80,70, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,65,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.885417946,1000,EEVDRCPMPY,IBFIYTAEZX,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,3902509,0,45,47.27087472,10,40, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,45,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.692662368,1000,CLXXIJUMSZ,IUVGTSFGJP,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
anima1s,8644342,0,94,90.82823536,10,70, ,9.9,circle332b,FALSE,0.9,1,up,female,adult,cycling,95,TRUE,FALSE,FALSE,TRUE,FALSE,0.999999999,0.9,0.81044121,1000,SEARLUUHAW,XJVBRMOMIN,[],0.4,0.05,0.5,0,0.999,0.8,1,0.5,0.25,0,0.999,0,0,0,0,0,0,0,0,,,nobody,TRUE
